region,year,age,sex,population
Камчатский край,2021,42,female,2454
Камчатский край,2021,43,female,2388
Камчатский край,2021,44,female,2448
Камчатский край,2021,45,female,2580
Камчатский край,2021,46,female,2528
Камчатский край,2021,47,female,2426
Камчатский край,2021,48,female,2424
Камчатский край,2021,49,female,2314
Камчатский край,2021,50,female,2225
Камчатский край,2021,51,female,2082
Камчатский край,2021,52,female,1991
Камчатский край,2021,53,female,1885
Камчатский край,2021,54,female,2013
Камчатский край,2021,55,female,1959
Камчатский край,2021,56,female,2126
Камчатский край,2021,57,female,2192
Камчатский край,2021,58,female,2111
Камчатский край,2021,59,female,2224
Камчатский край,2021,60,female,2236
Камчатский край,2021,61,female,2155
Камчатский край,2021,62,female,2053
Камчатский край,2021,63,female,2027
Камчатский край,2021,64,female,1854
Камчатский край,2021,65,female,1903
Камчатский край,2021,66,female,1925
Камчатский край,2021,67,female,1843
Камчатский край,2021,68,female,1918
Камчатский край,2021,69,female,1826
Камчатский край,2021,70,female,1728
Камчатский край,2021,71,female,1750
Камчатский край,2021,72,female,1488
Камчатский край,2021,73,female,1288
Камчатский край,2021,74,female,1195
Камчатский край,2021,75,female,849
Камчатский край,2021,76,female,640
Камчатский край,2021,77,female,545
Камчатский край,2021,78,female,737
Камчатский край,2021,79,female,819
Камчатский край,2021,80,female,4621
Амурская область,2018,1,female,4983
Амурская область,2018,2,female,5261
Амурская область,2018,3,female,5316
Амурская область,2018,4,female,5423
Амурская область,2018,5,female,5535
Амурская область,2018,6,female,5266
Амурская область,2018,7,female,5191
Амурская область,2018,8,female,5092
Амурская область,2018,9,female,5069
Амурская область,2018,10,female,4828
Амурская область,2018,11,female,4527
Амурская область,2018,12,female,4615
Амурская область,2018,13,female,4812
Амурская область,2018,14,female,4748
Амурская область,2018,15,female,4336
Амурская область,2018,16,female,4075
Амурская область,2018,17,female,3978
Амурская область,2018,18,female,3606
Амурская область,2018,19,female,3870
Амурская область,2018,20,female,3557
Амурская область,2018,21,female,3835
Амурская область,2018,22,female,4225
Амурская область,2018,23,female,4425
Амурская область,2018,24,female,4471
Амурская область,2018,25,female,4764
Амурская область,2018,26,female,5103
Амурская область,2018,27,female,6113
Амурская область,2018,28,female,5872
Амурская область,2018,29,female,6316
Амурская область,2018,30,female,6680
Амурская область,2018,31,female,6717
Амурская область,2018,32,female,6549
Амурская область,2018,33,female,6863
Амурская область,2018,34,female,6782
Амурская область,2018,35,female,6690
Амурская область,2018,36,female,6351
Амурская область,2018,37,female,6589
Амурская область,2018,38,female,6243
Амурская область,2018,39,female,6368
Амурская область,2018,40,female,6267
Амурская область,2018,41,female,6357
Амурская область,2018,42,female,6390
Амурская область,2018,43,female,6060
Амурская область,2018,44,female,5823
Амурская область,2018,45,female,6026
Амурская область,2018,46,female,5683
Амурская область,2018,47,female,5564
Амурская область,2018,48,female,5113
Амурская область,2018,49,female,4706
Амурская область,2018,50,female,4726
Амурская область,2018,51,female,4721
Амурская область,2018,52,female,4949
Амурская область,2018,53,female,5033
Амурская область,2018,54,female,5555
Амурская область,2018,55,female,5571
Амурская область,2018,56,female,6026
Амурская область,2018,57,female,6338
Амурская область,2018,58,female,6423
Амурская область,2018,59,female,6218
Амурская область,2018,60,female,5969
Амурская область,2018,61,female,6081
Амурская область,2018,62,female,6286
Амурская область,2018,63,female,6223
Амурская область,2018,64,female,5730
Амурская область,2018,65,female,5898
Амурская область,2018,66,female,5624
Амурская область,2018,67,female,5448
Амурская область,2018,68,female,5165
Амурская область,2018,69,female,4128
Амурская область,2018,70,female,4148
Амурская область,2018,71,female,3470
Амурская область,2018,72,female,2024
Амурская область,2018,73,female,1672
Амурская область,2018,74,female,1563
Амурская область,2018,75,female,2290
Амурская область,2018,76,female,2962
Амурская область,2018,77,female,3206
Амурская область,2018,78,female,2967
Амурская область,2018,79,female,2821
Амурская область,2018,80,female,13683
Приморский край,2021,1,female,8768
Приморский край,2021,2,female,9587
Приморский край,2021,3,female,10049
Приморский край,2021,4,female,11319
Приморский край,2021,5,female,11779
Приморский край,2021,6,female,11826
Приморский край,2021,7,female,11606
Приморский край,2021,8,female,11663
Приморский край,2021,9,female,11077
Приморский край,2021,10,female,9989
Приморский край,2021,11,female,10101
Приморский край,2021,12,female,9697
Приморский край,2021,13,female,9654
Приморский край,2021,14,female,9060
Приморский край,2021,15,female,9140
Приморский край,2021,16,female,9231
Приморский край,2021,17,female,9223
Приморский край,2021,18,female,8945
Приморский край,2021,19,female,8191
Приморский край,2021,20,female,7990
Приморский край,2021,21,female,7420
Приморский край,2021,22,female,7844
Приморский край,2021,23,female,8036
Приморский край,2021,24,female,8571
Приморский край,2021,25,female,9290
Приморский край,2021,26,female,9966
Приморский край,2021,27,female,9851
Приморский край,2021,28,female,10822
Приморский край,2021,29,female,12685
Приморский край,2021,30,female,15043
Приморский край,2021,31,female,14865
Приморский край,2021,32,female,15049
Приморский край,2021,33,female,15779
Приморский край,2021,34,female,15351
Приморский край,2021,35,female,14982
Приморский край,2021,36,female,15109
Приморский край,2021,37,female,15442
Приморский край,2021,38,female,15040
Приморский край,2021,39,female,14597
Приморский край,2021,40,female,15552
Приморский край,2021,41,female,14401
Приморский край,2021,42,female,14789
Приморский край,2021,43,female,14364
Приморский край,2021,44,female,14486
Приморский край,2021,45,female,14710
Приморский край,2021,46,female,14447
Приморский край,2021,47,female,13983
Приморский край,2021,48,female,14346
Приморский край,2021,49,female,13444
Приморский край,2021,50,female,13804
Приморский край,2021,51,female,12378
Приморский край,2021,52,female,11778
Приморский край,2021,53,female,11463
Приморский край,2021,54,female,11892
Приморский край,2021,55,female,12002
Приморский край,2021,56,female,12559
Приморский край,2021,57,female,13136
Приморский край,2021,58,female,13267
Приморский край,2021,59,female,14007
Приморский край,2021,60,female,14990
Приморский край,2021,61,female,13775
Приморский край,2021,62,female,13986
Приморский край,2021,63,female,13607
Приморский край,2021,64,female,13496
Приморский край,2021,65,female,13935
Приморский край,2021,66,female,13979
Приморский край,2021,67,female,13314
Приморский край,2021,68,female,13767
Приморский край,2021,69,female,12871
Приморский край,2021,70,female,12555
Приморский край,2021,71,female,12542
Приморский край,2021,72,female,10730
Приморский край,2021,73,female,10681
Приморский край,2021,74,female,9227
Приморский край,2021,75,female,5898
Приморский край,2021,76,female,4517
Приморский край,2021,77,female,4049
Приморский край,2021,78,female,5646
Приморский край,2021,79,female,7454
Приморский край,2021,80,female,44108
Магаданская область,2018,1,female,757
Магаданская область,2018,2,female,813
Магаданская область,2018,3,female,877
Магаданская область,2018,4,female,896
Магаданская область,2018,5,female,917
Магаданская область,2018,6,female,858
Магаданская область,2018,7,female,829
Магаданская область,2018,8,female,850
Магаданская область,2018,9,female,807
Магаданская область,2018,10,female,774
Магаданская область,2018,11,female,778
Магаданская область,2018,12,female,793
Магаданская область,2018,13,female,820
Магаданская область,2018,14,female,801
Магаданская область,2018,15,female,754
Магаданская область,2018,16,female,704
Магаданская область,2018,17,female,703
Магаданская область,2018,18,female,596
Магаданская область,2018,19,female,623
Магаданская область,2018,20,female,570
Магаданская область,2018,21,female,628
Магаданская область,2018,22,female,710
Магаданская область,2018,23,female,641
Магаданская область,2018,24,female,691
Магаданская область,2018,25,female,775
Магаданская область,2018,26,female,913
Магаданская область,2018,27,female,940
Магаданская область,2018,28,female,970
Магаданская область,2018,29,female,1121
Магаданская область,2018,30,female,1235
Магаданская область,2018,31,female,1198
Магаданская область,2018,32,female,1243
Магаданская область,2018,33,female,1202
Магаданская область,2018,34,female,1311
Магаданская область,2018,35,female,1257
Магаданская область,2018,36,female,1222
Магаданская область,2018,37,female,1304
Магаданская область,2018,38,female,1337
Магаданская область,2018,39,female,1290
Магаданская область,2018,40,female,1251
Магаданская область,2018,41,female,1253
Магаданская область,2018,42,female,1149
Магаданская область,2018,43,female,1203
Магаданская область,2018,44,female,1195
Магаданская область,2018,45,female,1140
Магаданская область,2018,46,female,1152
Магаданская область,2018,47,female,1175
Магаданская область,2018,48,female,1006
Магаданская область,2018,49,female,966
Магаданская область,2018,50,female,929
Магаданская область,2018,51,female,952
Магаданская область,2018,52,female,988
Магаданская область,2018,53,female,1091
Магаданская область,2018,54,female,1153
Магаданская область,2018,55,female,1153
Магаданская область,2018,56,female,1212
Магаданская область,2018,57,female,1254
Магаданская область,2018,58,female,1214
Магаданская область,2018,59,female,1287
Магаданская область,2018,60,female,1170
Магаданская область,2018,61,female,1102
Магаданская область,2018,62,female,1175
Магаданская область,2018,63,female,1178
Магаданская область,2018,64,female,1012
Магаданская область,2018,65,female,1040
Магаданская область,2018,66,female,998
Магаданская область,2018,67,female,942
Магаданская область,2018,68,female,948
Магаданская область,2018,69,female,719
Магаданская область,2018,70,female,624
Магаданская область,2018,71,female,535
Магаданская область,2018,72,female,316
Магаданская область,2018,73,female,285
Магаданская область,2018,74,female,210
Магаданская область,2018,75,female,310
Магаданская область,2018,76,female,371
Магаданская область,2018,77,female,397
Магаданская область,2018,78,female,371
Магаданская область,2018,79,female,364
Магаданская область,2018,80,female,1284
Хабаровский край,2021,1,female,7022
Хабаровский край,2021,2,female,7283
Хабаровский край,2021,3,female,7810
Хабаровский край,2021,4,female,8628
Хабаровский край,2021,5,female,9116
Хабаровский край,2021,6,female,8888
Хабаровский край,2021,7,female,8755
Хабаровский край,2021,8,female,8659
Хабаровский край,2021,9,female,8014
Хабаровский край,2021,10,female,7480
Хабаровский край,2021,11,female,7435
Хабаровский край,2021,12,female,7278
Хабаровский край,2021,13,female,6823
Хабаровский край,2021,14,female,6498
Хабаровский край,2021,15,female,6484
Хабаровский край,2021,16,female,6577
Хабаровский край,2021,17,female,6331
Хабаровский край,2021,18,female,6068
Хабаровский край,2021,19,female,6176
Хабаровский край,2021,20,female,5702
Хабаровский край,2021,21,female,5540
Хабаровский край,2021,22,female,5767
Хабаровский край,2021,23,female,5575
Хабаровский край,2021,24,female,5962
Хабаровский край,2021,25,female,6561
Хабаровский край,2021,26,female,6950
Хабаровский край,2021,27,female,7246
Хабаровский край,2021,28,female,8381
Хабаровский край,2021,29,female,9865
Хабаровский край,2021,30,female,11054
Хабаровский край,2021,31,female,11228
Хабаровский край,2021,32,female,11682
Хабаровский край,2021,33,female,11997
Хабаровский край,2021,34,female,11475
Хабаровский край,2021,35,female,11190
Хабаровский край,2021,36,female,11067
Хабаровский край,2021,37,female,10993
Хабаровский край,2021,38,female,10739
Хабаровский край,2021,39,female,10032
Хабаровский край,2021,40,female,10581
Хабаровский край,2021,41,female,10024
Хабаровский край,2021,42,female,10151
Хабаровский край,2021,43,female,9807
Хабаровский край,2021,44,female,10022
Хабаровский край,2021,45,female,9974
Хабаровский край,2021,46,female,9627
Хабаровский край,2021,47,female,9467
Хабаровский край,2021,48,female,9523
Хабаровский край,2021,49,female,9127
Хабаровский край,2021,50,female,9274
Хабаровский край,2021,51,female,8431
Хабаровский край,2021,52,female,7961
Хабаровский край,2021,53,female,7607
Хабаровский край,2021,54,female,7630
Хабаровский край,2021,55,female,8429
Хабаровский край,2021,56,female,8259
Хабаровский край,2021,57,female,8537
Хабаровский край,2021,58,female,8665
Хабаровский край,2021,59,female,9097
Хабаровский край,2021,60,female,9415
Хабаровский край,2021,61,female,8996
Хабаровский край,2021,62,female,8920
Хабаровский край,2021,63,female,8615
Хабаровский край,2021,64,female,8876
Хабаровский край,2021,65,female,9216
Хабаровский край,2021,66,female,9615
Хабаровский край,2021,67,female,8795
Хабаровский край,2021,68,female,8838
Хабаровский край,2021,69,female,8676
Хабаровский край,2021,70,female,8510
Хабаровский край,2021,71,female,8394
Хабаровский край,2021,72,female,7001
Хабаровский край,2021,73,female,7108
Хабаровский край,2021,74,female,5940
Хабаровский край,2021,75,female,3755
Хабаровский край,2021,76,female,2938
Хабаровский край,2021,77,female,2414
Хабаровский край,2021,78,female,3579
Хабаровский край,2021,79,female,4616
Хабаровский край,2021,80,female,29065
Сахалинская область,2018,1,female,3442
Сахалинская область,2018,2,female,3301
Сахалинская область,2018,3,female,3237
Сахалинская область,2018,4,female,3099
Сахалинская область,2018,5,female,3124
Сахалинская область,2018,6,female,2858
Сахалинская область,2018,7,female,2809
Сахалинская область,2018,8,female,2746
Сахалинская область,2018,9,female,2957
Сахалинская область,2018,10,female,2749
Сахалинская область,2018,11,female,2595
Сахалинская область,2018,12,female,2708
Сахалинская область,2018,13,female,2749
Сахалинская область,2018,14,female,2630
Сахалинская область,2018,15,female,2395
Сахалинская область,2018,16,female,2267
Сахалинская область,2018,17,female,2173
Сахалинская область,2018,18,female,1867
Сахалинская область,2018,19,female,2004
Сахалинская область,2018,20,female,1867
Сахалинская область,2018,21,female,2033
Сахалинская область,2018,22,female,2147
Сахалинская область,2018,23,female,2351
Сахалинская область,2018,24,female,2001
Сахалинская область,2018,25,female,2161
Сахалинская область,2018,26,female,2537
Сахалинская область,2018,27,female,3082
Сахалинская область,2018,28,female,3366
Сахалинская область,2018,29,female,3820
Сахалинская область,2018,30,female,4104
Сахалинская область,2018,31,female,4242
Сахалинская область,2018,32,female,3979
Сахалинская область,2018,33,female,4122
Сахалинская область,2018,34,female,4200
Сахалинская область,2018,35,female,4156
Сахалинская область,2018,36,female,3946
Сахалинская область,2018,37,female,3979
Сахалинская область,2018,38,female,4072
Сахалинская область,2018,39,female,4219
Сахалинская область,2018,40,female,4001
Сахалинская область,2018,41,female,4093
Сахалинская область,2018,42,female,4131
Сахалинская область,2018,43,female,3848
Сахалинская область,2018,44,female,3796
Сахалинская область,2018,45,female,3852
Сахалинская область,2018,46,female,3653
Сахалинская область,2018,47,female,3501
Сахалинская область,2018,48,female,3126
Сахалинская область,2018,49,female,3123
Сахалинская область,2018,50,female,3027
Сахалинская область,2018,51,female,3018
Сахалинская область,2018,52,female,3038
Сахалинская область,2018,53,female,3199
Сахалинская область,2018,54,female,3435
Сахалинская область,2018,55,female,3492
Сахалинская область,2018,56,female,3685
Сахалинская область,2018,57,female,3988
Сахалинская область,2018,58,female,3931
Сахалинская область,2018,59,female,3859
Сахалинская область,2018,60,female,3988
Сахалинская область,2018,61,female,3922
Сахалинская область,2018,62,female,4155
Сахалинская область,2018,63,female,4350
Сахалинская область,2018,64,female,4062
Сахалинская область,2018,65,female,4094
Сахалинская область,2018,66,female,3790
Сахалинская область,2018,67,female,3623
Сахалинская область,2018,68,female,3523
Сахалинская область,2018,69,female,2634
Сахалинская область,2018,70,female,2534
Сахалинская область,2018,71,female,2125
Сахалинская область,2018,72,female,1260
Сахалинская область,2018,73,female,992
Сахалинская область,2018,74,female,913
Сахалинская область,2018,75,female,1241
Сахалинская область,2018,76,female,1640
Сахалинская область,2018,77,female,1656
Сахалинская область,2018,78,female,1606
Сахалинская область,2018,79,female,1562
Сахалинская область,2018,80,female,7323
Амурская область,2021,1,female,3871
Амурская область,2021,2,female,4200
Амурская область,2021,3,female,4602
Амурская область,2021,4,female,4925
Амурская область,2021,5,female,5216
Амурская область,2021,6,female,5283
Амурская область,2021,7,female,5341
Амурская область,2021,8,female,5499
Амурская область,2021,9,female,5210
Амурская область,2021,10,female,5139
Амурская область,2021,11,female,5070
Амурская область,2021,12,female,5015
Амурская область,2021,13,female,4773
Амурская область,2021,14,female,4476
Амурская область,2021,15,female,4564
Амурская область,2021,16,female,4743
Амурская область,2021,17,female,4687
Амурская область,2021,18,female,4226
Амурская область,2021,19,female,3923
Амурская область,2021,20,female,3864
Амурская область,2021,21,female,3616
Амурская область,2021,22,female,3989
Амурская область,2021,23,female,3702
Амурская область,2021,24,female,3869
Амурская область,2021,25,female,4111
Амурская область,2021,26,female,4335
Амурская область,2021,27,female,4305
Амурская область,2021,28,female,4585
Амурская область,2021,29,female,4994
Амурская область,2021,30,female,5983
Амурская область,2021,31,female,5757
Амурская область,2021,32,female,6193
Амурская область,2021,33,female,6583
Амурская область,2021,34,female,6613
Амурская область,2021,35,female,6416
Амурская область,2021,36,female,6699
Амурская область,2021,37,female,6654
Амурская область,2021,38,female,6581
Амурская область,2021,39,female,6156
Амурская область,2021,40,female,6423
Амурская область,2021,41,female,6100
Амурская область,2021,42,female,6212
Амурская область,2021,43,female,6089
Амурская область,2021,44,female,6206
Амурская область,2021,45,female,6229
Амурская область,2021,46,female,5913
Амурская область,2021,47,female,5700
Амурская область,2021,48,female,5846
Амурская область,2021,49,female,5500
Амурская область,2021,50,female,5412
Амурская область,2021,51,female,4910
Амурская область,2021,52,female,4551
Амурская область,2021,53,female,4569
Амурская область,2021,54,female,4578
Амурская область,2021,55,female,4774
Амурская область,2021,56,female,4814
Амурская область,2021,57,female,5353
Амурская область,2021,58,female,5318
Амурская область,2021,59,female,5747
Амурская область,2021,60,female,6084
Амурская область,2021,61,female,6092
Амурская область,2021,62,female,5871
Амурская область,2021,63,female,5645
Амурская область,2021,64,female,5742
Амурская область,2021,65,female,5896
Амурская область,2021,66,female,5810
Амурская область,2021,67,female,5305
Амурская область,2021,68,female,5457
Амурская область,2021,69,female,5176
Амурская область,2021,70,female,4975
Амурская область,2021,71,female,4685
Амурская область,2021,72,female,3703
Амурская область,2021,73,female,3700
Амурская область,2021,74,female,3071
Амурская область,2021,75,female,1782
Амурская область,2021,76,female,1438
Амурская область,2021,77,female,1344
Амурская область,2021,78,female,1912
Амурская область,2021,79,female,2424
Амурская область,2021,80,female,15797
Еврейская автономная область,2018,1,female,1067
Еврейская автономная область,2018,2,female,1087
Еврейская автономная область,2018,3,female,1091
Еврейская автономная область,2018,4,female,1082
Еврейская автономная область,2018,5,female,1122
Еврейская автономная область,2018,6,female,1140
Еврейская автономная область,2018,7,female,1069
Еврейская автономная область,2018,8,female,1077
Еврейская автономная область,2018,9,female,1181
Еврейская автономная область,2018,10,female,1054
Еврейская автономная область,2018,11,female,997
Еврейская автономная область,2018,12,female,1003
Еврейская автономная область,2018,13,female,990
Еврейская автономная область,2018,14,female,1006
Еврейская автономная область,2018,15,female,929
Еврейская автономная область,2018,16,female,827
Еврейская автономная область,2018,17,female,754
Еврейская автономная область,2018,18,female,608
Еврейская автономная область,2018,19,female,660
Еврейская автономная область,2018,20,female,656
Еврейская автономная область,2018,21,female,721
Еврейская автономная область,2018,22,female,833
Еврейская автономная область,2018,23,female,904
Еврейская автономная область,2018,24,female,799
Еврейская автономная область,2018,25,female,908
Еврейская автономная область,2018,26,female,1042
Еврейская автономная область,2018,27,female,1142
Еврейская автономная область,2018,28,female,1183
Еврейская автономная область,2018,29,female,1212
Еврейская автономная область,2018,30,female,1378
Еврейская автономная область,2018,31,female,1256
Еврейская автономная область,2018,32,female,1318
Еврейская автономная область,2018,33,female,1236
Еврейская автономная область,2018,34,female,1402
Еврейская автономная область,2018,35,female,1286
Еврейская автономная область,2018,36,female,1279
Еврейская автономная область,2018,37,female,1283
Еврейская автономная область,2018,38,female,1260
Еврейская автономная область,2018,39,female,1328
Еврейская автономная область,2018,40,female,1324
Еврейская автономная область,2018,41,female,1340
Еврейская автономная область,2018,42,female,1337
Еврейская автономная область,2018,43,female,1164
Еврейская автономная область,2018,44,female,1226
Еврейская автономная область,2018,45,female,1163
Еврейская автономная область,2018,46,female,1163
Еврейская автономная область,2018,47,female,1120
Еврейская автономная область,2018,48,female,1069
Еврейская автономная область,2018,49,female,988
Еврейская автономная область,2018,50,female,986
Еврейская автономная область,2018,51,female,974
Еврейская автономная область,2018,52,female,1010
Еврейская автономная область,2018,53,female,967
Еврейская автономная область,2018,54,female,1079
Еврейская автономная область,2018,55,female,1126
Еврейская автономная область,2018,56,female,1190
Еврейская автономная область,2018,57,female,1198
Еврейская автономная область,2018,58,female,1258
Еврейская автономная область,2018,59,female,1244
Еврейская автономная область,2018,60,female,1192
Еврейская автономная область,2018,61,female,1216
Еврейская автономная область,2018,62,female,1197
Еврейская автономная область,2018,63,female,1302
Еврейская автономная область,2018,64,female,1256
Еврейская автономная область,2018,65,female,1250
Еврейская автономная область,2018,66,female,1189
Еврейская автономная область,2018,67,female,1148
Еврейская автономная область,2018,68,female,1086
Еврейская автономная область,2018,69,female,885
Еврейская автономная область,2018,70,female,865
Еврейская автономная область,2018,71,female,762
Еврейская автономная область,2018,72,female,431
Еврейская автономная область,2018,73,female,365
Еврейская автономная область,2018,74,female,320
Еврейская автономная область,2018,75,female,488
Еврейская автономная область,2018,76,female,624
Еврейская автономная область,2018,77,female,621
Еврейская автономная область,2018,78,female,635
Еврейская автономная область,2018,79,female,571
Еврейская автономная область,2018,80,female,2790
Магаданская область,2021,1,female,625
Магаданская область,2021,2,female,689
Магаданская область,2021,3,female,766
Магаданская область,2021,4,female,756
Магаданская область,2021,5,female,799
Магаданская область,2021,6,female,861
Магаданская область,2021,7,female,893
Магаданская область,2021,8,female,891
Магаданская область,2021,9,female,819
Магаданская область,2021,10,female,815
Магаданская область,2021,11,female,841
Магаданская область,2021,12,female,789
Магаданская область,2021,13,female,756
Магаданская область,2021,14,female,744
Магаданская область,2021,15,female,771
Магаданская область,2021,16,female,790
Магаданская область,2021,17,female,759
Магаданская область,2021,18,female,712
Магаданская область,2021,19,female,649
Магаданская область,2021,20,female,619
Магаданская область,2021,21,female,558
Магаданская область,2021,22,female,656
Магаданская область,2021,23,female,591
Магаданская область,2021,24,female,660
Магаданская область,2021,25,female,706
Магаданская область,2021,26,female,644
Магаданская область,2021,27,female,667
Магаданская область,2021,28,female,731
Магаданская область,2021,29,female,893
Магаданская область,2021,30,female,914
Магаданская область,2021,31,female,921
Магаданская область,2021,32,female,1083
Магаданская область,2021,33,female,1169
Магаданская область,2021,34,female,1151
Магаданская область,2021,35,female,1220
Магаданская область,2021,36,female,1160
Магаданская область,2021,37,female,1254
Магаданская область,2021,38,female,1206
Магаданская область,2021,39,female,1184
Магаданская область,2021,40,female,1262
Магаданская область,2021,41,female,1263
Магаданская область,2021,42,female,1266
Магаданская область,2021,43,female,1218
Магаданская область,2021,44,female,1217
Магаданская область,2021,45,female,1128
Магаданская область,2021,46,female,1166
Магаданская область,2021,47,female,1162
Магаданская область,2021,48,female,1096
Магаданская область,2021,49,female,1101
Магаданская область,2021,50,female,1117
Магаданская область,2021,51,female,943
Магаданская область,2021,52,female,902
Магаданская область,2021,53,female,880
Магаданская область,2021,54,female,893
Магаданская область,2021,55,female,921
Магаданская область,2021,56,female,1001
Магаданская область,2021,57,female,1063
Магаданская область,2021,58,female,1041
Магаданская область,2021,59,female,1109
Магаданская область,2021,60,female,1148
Магаданская область,2021,61,female,1110
Магаданская область,2021,62,female,1184
Магаданская область,2021,63,female,1072
Магаданская область,2021,64,female,1001
Магаданская область,2021,65,female,1058
Магаданская область,2021,66,female,1055
Магаданская область,2021,67,female,908
Магаданская область,2021,68,female,959
Магаданская область,2021,69,female,879
Магаданская область,2021,70,female,835
Магаданская область,2021,71,female,827
Магаданская область,2021,72,female,649
Магаданская область,2021,73,female,535
Магаданская область,2021,74,female,453
Магаданская область,2021,75,female,268
Магаданская область,2021,76,female,240
Магаданская область,2021,77,female,166
Магаданская область,2021,78,female,262
Магаданская область,2021,79,female,305
Магаданская область,2021,80,female,1749
Чукотский автономный округ,2018,1,female,321
Чукотский автономный округ,2018,2,female,381
Чукотский автономный округ,2018,3,female,359
Чукотский автономный округ,2018,4,female,342
Чукотский автономный округ,2018,5,female,339
Чукотский автономный округ,2018,6,female,313
Чукотский автономный округ,2018,7,female,365
Чукотский автономный округ,2018,8,female,334
Чукотский автономный округ,2018,9,female,367
Чукотский автономный округ,2018,10,female,347
Чукотский автономный округ,2018,11,female,335
Чукотский автономный округ,2018,12,female,353
Чукотский автономный округ,2018,13,female,400
Чукотский автономный округ,2018,14,female,357
Чукотский автономный округ,2018,15,female,322
Чукотский автономный округ,2018,16,female,350
Чукотский автономный округ,2018,17,female,326
Чукотский автономный округ,2018,18,female,269
Чукотский автономный округ,2018,19,female,245
Чукотский автономный округ,2018,20,female,257
Чукотский автономный округ,2018,21,female,235
Чукотский автономный округ,2018,22,female,277
Чукотский автономный округ,2018,23,female,313
Чукотский автономный округ,2018,24,female,224
Чукотский автономный округ,2018,25,female,203
Чукотский автономный округ,2018,26,female,219
Чукотский автономный округ,2018,27,female,268
Чукотский автономный округ,2018,28,female,294
Чукотский автономный округ,2018,29,female,304
Чукотский автономный округ,2018,30,female,337
Чукотский автономный округ,2018,31,female,450
Чукотский автономный округ,2018,32,female,429
Чукотский автономный округ,2018,33,female,413
Чукотский автономный округ,2018,34,female,415
Чукотский автономный округ,2018,35,female,460
Чукотский автономный округ,2018,36,female,413
Чукотский автономный округ,2018,37,female,413
Чукотский автономный округ,2018,38,female,441
Чукотский автономный округ,2018,39,female,406
Чукотский автономный округ,2018,40,female,402
Чукотский автономный округ,2018,41,female,400
Чукотский автономный округ,2018,42,female,394
Чукотский автономный округ,2018,43,female,380
Чукотский автономный округ,2018,44,female,444
Чукотский автономный округ,2018,45,female,374
Чукотский автономный округ,2018,46,female,407
Чукотский автономный округ,2018,47,female,378
Чукотский автономный округ,2018,48,female,412
Чукотский автономный округ,2018,49,female,368
Чукотский автономный округ,2018,50,female,316
Чукотский автономный округ,2018,51,female,350
Чукотский автономный округ,2018,52,female,400
Чукотский автономный округ,2018,53,female,383
Чукотский автономный округ,2018,54,female,415
Чукотский автономный округ,2018,55,female,418
Чукотский автономный округ,2018,56,female,447
Чукотский автономный округ,2018,57,female,385
Чукотский автономный округ,2018,58,female,364
Чукотский автономный округ,2018,59,female,360
Чукотский автономный округ,2018,60,female,341
Чукотский автономный округ,2018,61,female,324
Чукотский автономный округ,2018,62,female,286
Чукотский автономный округ,2018,63,female,295
Чукотский автономный округ,2018,64,female,254
Чукотский автономный округ,2018,65,female,210
Чукотский автономный округ,2018,66,female,142
Чукотский автономный округ,2018,67,female,196
Чукотский автономный округ,2018,68,female,144
Чукотский автономный округ,2018,69,female,120
Чукотский автономный округ,2018,70,female,115
Чукотский автономный округ,2018,71,female,90
Чукотский автономный округ,2018,72,female,50
Чукотский автономный округ,2018,73,female,46
Чукотский автономный округ,2018,74,female,34
Чукотский автономный округ,2018,75,female,47
Чукотский автономный округ,2018,76,female,53
Чукотский автономный округ,2018,77,female,44
Чукотский автономный округ,2018,78,female,39
Чукотский автономный округ,2018,79,female,24
Чукотский автономный округ,2018,80,female,91
Сахалинская область,2021,1,female,2807
Сахалинская область,2021,2,female,2949
Сахалинская область,2021,3,female,3129
Сахалинская область,2021,4,female,3462
Сахалинская область,2021,5,female,3279
Сахалинская область,2021,6,female,3226
Сахалинская область,2021,7,female,3083
Сахалинская область,2021,8,female,3047
Сахалинская область,2021,9,female,2819
Сахалинская область,2021,10,female,2771
Сахалинская область,2021,11,female,2710
Сахалинская область,2021,12,female,2920
Сахалинская область,2021,13,female,2703
Сахалинская область,2021,14,female,2558
Сахалинская область,2021,15,female,2682
Сахалинская область,2021,16,female,2678
Сахалинская область,2021,17,female,2591
Сахалинская область,2021,18,female,2234
Сахалинская область,2021,19,female,2084
Сахалинская область,2021,20,female,1993
Сахалинская область,2021,21,female,1913
